T04,Proportion of seats held by women in national parliament,,,,,,,
Region/Country/Area,,Year,Series,Last Election Date,Last Election Date footnote,Value,Footnotes,Source
729,Sudan,2017,"Seats held by women in national parliament, as of February (%)",,,30.5164,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
729,Sudan,2018,"Seats held by women in national parliament, as of February (%)",,,30.5164,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
729,Sudan,2019,"Seats held by women in national parliament, as of February (%)",,,27.6507,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
736,Sudan [former],2000,"Seats held by women in national parliament, as of February (%)",,,8.75,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
736,Sudan [former],2005,"Seats held by women in national parliament, as of February (%)",,,9.7222,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
736,Sudan [former],2010,"Seats held by women in national parliament, as of February (%)",,,18.9189,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
740,Suriname,2000,"Seats held by women in national parliament, as of February (%)",2015-05,,15.6863,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
740,Suriname,2005,"Seats held by women in national parliament, as of February (%)",2015-05,,19.6078,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
740,Suriname,2010,"Seats held by women in national parliament, as of February (%)",2015-05,,25.4902,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
740,Suriname,2015,"Seats held by women in national parliament, as of February (%)",2015-05,,11.7647,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
740,Suriname,2016,"Seats held by women in national parliament, as of February (%)",2015-05,,25.4902,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
740,Suriname,2017,"Seats held by women in national parliament, as of February (%)",2015-05,,25.4902,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
740,Suriname,2018,"Seats held by women in national parliament, as of February (%)",2015-05,,25.4902,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
740,Suriname,2019,"Seats held by women in national parliament, as of February (%)",2015-05,,29.4118,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
740,Suriname,2020,"Seats held by women in national parliament, as of February (%)",2015-05,,31.37,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
752,Sweden,2000,"Seats held by women in national parliament, as of February (%)",2018-09,,42.6934,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
752,Sweden,2005,"Seats held by women in national parliament, as of February (%)",2018-09,,45.2722,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
752,Sweden,2010,"Seats held by women in national parliament, as of February (%)",2018-09,,46.4183,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
752,Sweden,2015,"Seats held by women in national parliament, as of February (%)",2018-09,,43.553,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
752,Sweden,2016,"Seats held by women in national parliament, as of February (%)",2018-09,,43.553,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
752,Sweden,2017,"Seats held by women in national parliament, as of February (%)",2018-09,,43.553,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
752,Sweden,2018,"Seats held by women in national parliament, as of February (%)",2018-09,,43.553,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
752,Sweden,2019,"Seats held by women in national parliament, as of February (%)",2018-09,,47.2779,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
752,Sweden,2020,"Seats held by women in national parliament, as of February (%)",2018-09,,46.99,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
756,Switzerland,2000,"Seats held by women in national parliament, as of February (%)",2019-10,,22.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
756,Switzerland,2005,"Seats held by women in national parliament, as of February (%)",2019-10,,25,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
756,Switzerland,2010,"Seats held by women in national parliament, as of February (%)",2019-10,,29,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
756,Switzerland,2015,"Seats held by women in national parliament, as of February (%)",2019-10,,30.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
756,Switzerland,2016,"Seats held by women in national parliament, as of February (%)",2019-10,,32,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
756,Switzerland,2017,"Seats held by women in national parliament, as of February (%)",2019-10,,32.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
756,Switzerland,2018,"Seats held by women in national parliament, as of February (%)",2019-10,,32.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
756,Switzerland,2019,"Seats held by women in national parliament, as of February (%)",2019-10,,32.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
756,Switzerland,2020,"Seats held by women in national parliament, as of February (%)",2019-10,,41.5,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
760,Syrian Arab Republic,2000,"Seats held by women in national parliament, as of February (%)",2016-04,,10.4,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
760,Syrian Arab Republic,2005,"Seats held by women in national parliament, as of February (%)",2016-04,,12,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
760,Syrian Arab Republic,2010,"Seats held by women in national parliament, as of February (%)",2016-04,,12.4,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
760,Syrian Arab Republic,2015,"Seats held by women in national parliament, as of February (%)",2016-04,,12.4,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
760,Syrian Arab Republic,2016,"Seats held by women in national parliament, as of February (%)",2016-04,,12.4,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
760,Syrian Arab Republic,2017,"Seats held by women in national parliament, as of February (%)",2016-04,,13.2,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
760,Syrian Arab Republic,2018,"Seats held by women in national parliament, as of February (%)",2016-04,,13.2,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
760,Syrian Arab Republic,2019,"Seats held by women in national parliament, as of February (%)",2016-04,,13.2,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
760,Syrian Arab Republic,2020,"Seats held by women in national parliament, as of February (%)",2016-04,,12.4,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
762,Tajikistan,2000,"Seats held by women in national parliament, as of February (%)",2015-03,,2.7624,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
762,Tajikistan,2005,"Seats held by women in national parliament, as of February (%)",2015-03,,12.6984,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
762,Tajikistan,2010,"Seats held by women in national parliament, as of February (%)",2015-03,,17.4603,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
762,Tajikistan,2015,"Seats held by women in national parliament, as of February (%)",2015-03,,16.9492,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
762,Tajikistan,2016,"Seats held by women in national parliament, as of February (%)",2015-03,,19.0476,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
762,Tajikistan,2017,"Seats held by women in national parliament, as of February (%)",2015-03,,19.0476,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
762,Tajikistan,2018,"Seats held by women in national parliament, as of February (%)",2015-03,,19.0476,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
762,Tajikistan,2019,"Seats held by women in national parliament, as of February (%)",2015-03,,19.0476,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
762,Tajikistan,2020,"Seats held by women in national parliament, as of February (%)",2015-03,,19.05,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
764,Thailand,2000,"Seats held by women in national parliament, as of February (%)",2019-03,,5.598,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
764,Thailand,2005,"Seats held by women in national parliament, as of February (%)",2019-03,,8.83,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
764,Thailand,2010,"Seats held by women in national parliament, as of February (%)",2019-03,,13.3192,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
764,Thailand,2015,"Seats held by women in national parliament, as of February (%)",2019-03,,6.0914,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
764,Thailand,2016,"Seats held by women in national parliament, as of February (%)",2019-03,,6.0914,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
764,Thailand,2017,"Seats held by women in national parliament, as of February (%)",2019-03,,4.8583,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
764,Thailand,2018,"Seats held by women in national parliament, as of February (%)",2019-03,,4.8,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
764,Thailand,2019,"Seats held by women in national parliament, as of February (%)",2019-03,,5.4167,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
764,Thailand,2020,"Seats held by women in national parliament, as of February (%)",2019-03,,16.2,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
626,Timor-Leste,2005,"Seats held by women in national parliament, as of February (%)",2018-05,,25.2874,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
626,Timor-Leste,2010,"Seats held by women in national parliament, as of February (%)",2018-05,,29.2308,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
626,Timor-Leste,2015,"Seats held by women in national parliament, as of February (%)",2018-05,,38.4615,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
626,Timor-Leste,2016,"Seats held by women in national parliament, as of February (%)",2018-05,,38.4615,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
626,Timor-Leste,2017,"Seats held by women in national parliament, as of February (%)",2018-05,,38.4615,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
626,Timor-Leste,2018,"Seats held by women in national parliament, as of February (%)",2018-05,,32.3077,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
626,Timor-Leste,2019,"Seats held by women in national parliament, as of February (%)",2018-05,,40,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
626,Timor-Leste,2020,"Seats held by women in national parliament, as of February (%)",2018-05,,38.46,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
768,Togo,2000,"Seats held by women in national parliament, as of February (%)",2018-12,,4.9383,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
768,Togo,2005,"Seats held by women in national parliament, as of February (%)",2018-12,,6.1728,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
768,Togo,2010,"Seats held by women in national parliament, as of February (%)",2018-12,,11.1111,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
768,Togo,2015,"Seats held by women in national parliament, as of February (%)",2018-12,,17.5824,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
768,Togo,2016,"Seats held by women in national parliament, as of February (%)",2018-12,,17.5824,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
768,Togo,2017,"Seats held by women in national parliament, as of February (%)",2018-12,,17.5824,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
768,Togo,2018,"Seats held by women in national parliament, as of February (%)",2018-12,,17.5824,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
768,Togo,2019,"Seats held by women in national parliament, as of February (%)",2018-12,,16.4835,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
768,Togo,2020,"Seats held by women in national parliament, as of February (%)",2018-12,,18.68,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
776,Tonga,2000,"Seats held by women in national parliament, as of February (%)",2017-11,,0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
776,Tonga,2005,"Seats held by women in national parliament, as of February (%)",2017-11,,0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
776,Tonga,2010,"Seats held by women in national parliament, as of February (%)",2017-11,,3.125,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
776,Tonga,2015,"Seats held by women in national parliament, as of February (%)",2017-11,,0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
776,Tonga,2016,"Seats held by women in national parliament, as of February (%)",2017-11,,0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
776,Tonga,2017,"Seats held by women in national parliament, as of February (%)",2017-11,,3.8462,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
776,Tonga,2018,"Seats held by women in national parliament, as of February (%)",2017-11,,7.4074,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
776,Tonga,2019,"Seats held by women in national parliament, as of February (%)",2017-11,,7.4074,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
776,Tonga,2020,"Seats held by women in national parliament, as of February (%)",2017-11,,7.41,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
780,Trinidad and Tobago,2000,"Seats held by women in national parliament, as of February (%)",2015-09,,11.1111,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
780,Trinidad and Tobago,2005,"Seats held by women in national parliament, as of February (%)",2015-09,,19.4444,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
780,Trinidad and Tobago,2010,"Seats held by women in national parliament, as of February (%)",2015-09,,26.8293,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
780,Trinidad and Tobago,2015,"Seats held by women in national parliament, as of February (%)",2015-09,,28.5714,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
780,Trinidad and Tobago,2016,"Seats held by women in national parliament, as of February (%)",2015-09,,30.9524,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
780,Trinidad and Tobago,2017,"Seats held by women in national parliament, as of February (%)",2015-09,,30.9524,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
780,Trinidad and Tobago,2018,"Seats held by women in national parliament, as of February (%)",2015-09,,30.9524,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
780,Trinidad and Tobago,2019,"Seats held by women in national parliament, as of February (%)",2015-09,,30.9524,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
780,Trinidad and Tobago,2020,"Seats held by women in national parliament, as of February (%)",2015-09,,30.95,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
788,Tunisia,2000,"Seats held by women in national parliament, as of February (%)",2019-10,,11.5385,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
788,Tunisia,2005,"Seats held by women in national parliament, as of February (%)",2019-10,,22.7513,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
788,Tunisia,2010,"Seats held by women in national parliament, as of February (%)",2019-10,,27.5701,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
788,Tunisia,2015,"Seats held by women in national parliament, as of February (%)",2019-10,,31.3364,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
788,Tunisia,2016,"Seats held by women in national parliament, as of February (%)",2019-10,,31.3364,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
788,Tunisia,2017,"Seats held by women in national parliament, as of February (%)",2019-10,,31.3364,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
788,Tunisia,2018,"Seats held by women in national parliament, as of February (%)",2019-10,,31.3364,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
788,Tunisia,2019,"Seats held by women in national parliament, as of February (%)",2019-10,,35.9447,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
788,Tunisia,2020,"Seats held by women in national parliament, as of February (%)",2019-10,,24.88,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
792,Turkey,2000,"Seats held by women in national parliament, as of February (%)",2018-06,,4.1818,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
792,Turkey,2005,"Seats held by women in national parliament, as of February (%)",2018-06,,4.3636,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
792,Turkey,2010,"Seats held by women in national parliament, as of February (%)",2018-06,,9.1075,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
792,Turkey,2015,"Seats held by women in national parliament, as of February (%)",2018-06,,14.4161,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
792,Turkey,2016,"Seats held by women in national parliament, as of February (%)",2018-06,,14.9091,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
792,Turkey,2017,"Seats held by women in national parliament, as of February (%)",2018-06,,14.9091,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
792,Turkey,2018,"Seats held by women in national parliament, as of February (%)",2018-06,,14.5719,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
792,Turkey,2019,"Seats held by women in national parliament, as of February (%)",2018-06,,17.4497,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
792,Turkey,2020,"Seats held by women in national parliament, as of February (%)",2018-06,,17.32,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
795,Turkmenistan,2000,"Seats held by women in national parliament, as of February (%)",2018-03,,26,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
795,Turkmenistan,2010,"Seats held by women in national parliament, as of February (%)",2018-03,,16.8,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
795,Turkmenistan,2015,"Seats held by women in national parliament, as of February (%)",2018-03,,25.8065,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
795,Turkmenistan,2016,"Seats held by women in national parliament, as of February (%)",2018-03,,25.8065,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
795,Turkmenistan,2017,"Seats held by women in national parliament, as of February (%)",2018-03,,25.8065,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
795,Turkmenistan,2018,"Seats held by women in national parliament, as of February (%)",2018-03,,25.8065,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
795,Turkmenistan,2019,"Seats held by women in national parliament, as of February (%)",2018-03,,25,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
795,Turkmenistan,2020,"Seats held by women in national parliament, as of February (%)",2018-03,,25,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
798,Tuvalu,2000,"Seats held by women in national parliament, as of February (%)",2019-09,,0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
798,Tuvalu,2005,"Seats held by women in national parliament, as of February (%)",2019-09,,0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
798,Tuvalu,2010,"Seats held by women in national parliament, as of February (%)",2019-09,,0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
798,Tuvalu,2015,"Seats held by women in national parliament, as of February (%)",2019-09,,6.6667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
798,Tuvalu,2016,"Seats held by women in national parliament, as of February (%)",2019-09,,6.6667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
798,Tuvalu,2017,"Seats held by women in national parliament, as of February (%)",2019-09,,6.6667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
798,Tuvalu,2018,"Seats held by women in national parliament, as of February (%)",2019-09,,6.6667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
798,Tuvalu,2019,"Seats held by women in national parliament, as of February (%)",2019-09,,6.6667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
798,Tuvalu,2020,"Seats held by women in national parliament, as of February (%)",2019-09,,6.25,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
800,Uganda,2000,"Seats held by women in national parliament, as of February (%)",2016-02,,17.9211,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
800,Uganda,2005,"Seats held by women in national parliament, as of February (%)",2016-02,,23.9344,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
800,Uganda,2010,"Seats held by women in national parliament, as of February (%)",2016-02,,31.4815,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
800,Uganda,2015,"Seats held by women in national parliament, as of February (%)",2016-02,,34.9741,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
800,Uganda,2016,"Seats held by women in national parliament, as of February (%)",2016-02,,34.9741,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
800,Uganda,2017,"Seats held by women in national parliament, as of February (%)",2016-02,,34.2984,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
800,Uganda,2018,"Seats held by women in national parliament, as of February (%)",2016-02,,34.2984,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
800,Uganda,2019,"Seats held by women in national parliament, as of February (%)",2016-02,,34.8584,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
800,Uganda,2020,"Seats held by women in national parliament, as of February (%)",2016-02,,34.86,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
804,Ukraine,2000,"Seats held by women in national parliament, as of February (%)",2019-07,,7.7778,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
804,Ukraine,2005,"Seats held by women in national parliament, as of February (%)",2019-07,,5.3333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
804,Ukraine,2010,"Seats held by women in national parliament, as of February (%)",2019-07,,8,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
804,Ukraine,2015,"Seats held by women in national parliament, as of February (%)",2019-07,,11.8483,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
804,Ukraine,2016,"Seats held by women in national parliament, as of February (%)",2019-07,,12.0853,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
804,Ukraine,2017,"Seats held by women in national parliament, as of February (%)",2019-07,,12.2931,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
804,Ukraine,2018,"Seats held by women in national parliament, as of February (%)",2019-07,,12.2931,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
804,Ukraine,2019,"Seats held by women in national parliament, as of February (%)",2019-07,,11.5839,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
804,Ukraine,2020,"Seats held by women in national parliament, as of February (%)",2019-07,,20.8,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
784,United Arab Emirates,2000,"Seats held by women in national parliament, as of February (%)",2019-10,,0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
784,United Arab Emirates,2005,"Seats held by women in national parliament, as of February (%)",2019-10,,0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
