T04,Proportion of seats held by women in national parliament,,,,,,,
Region/Country/Area,,Year,Series,Last Election Date,Last Election Date footnote,Value,Footnotes,Source
250,France,2016,"Seats held by women in national parliament, as of February (%)",2017-06,,26.1698,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
250,France,2017,"Seats held by women in national parliament, as of February (%)",2017-06,,25.8232,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
250,France,2018,"Seats held by women in national parliament, as of February (%)",2017-06,,38.9948,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
250,France,2019,"Seats held by women in national parliament, as of February (%)",2017-06,,39.688,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
250,France,2020,"Seats held by women in national parliament, as of February (%)",2017-06,,39.51,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
266,Gabon,2000,"Seats held by women in national parliament, as of February (%)",2018-10,,8.3333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
266,Gabon,2005,"Seats held by women in national parliament, as of February (%)",2018-10,,9.2437,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
266,Gabon,2010,"Seats held by women in national parliament, as of February (%)",2018-10,,14.6552,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
266,Gabon,2015,"Seats held by women in national parliament, as of February (%)",2018-10,,14.1667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
266,Gabon,2016,"Seats held by women in national parliament, as of February (%)",2018-10,,14.1667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
266,Gabon,2017,"Seats held by women in national parliament, as of February (%)",2018-10,,17.094,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
266,Gabon,2018,"Seats held by women in national parliament, as of February (%)",2018-10,,17.094,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
266,Gabon,2019,"Seats held by women in national parliament, as of February (%)",2018-10,,17.9104,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
266,Gabon,2020,"Seats held by women in national parliament, as of February (%)",2018-10,,14.79,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
270,Gambia,2000,"Seats held by women in national parliament, as of February (%)",2017-04,,2.0408,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
270,Gambia,2005,"Seats held by women in national parliament, as of February (%)",2017-04,,13.2075,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
270,Gambia,2010,"Seats held by women in national parliament, as of February (%)",2017-04,,7.5472,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
270,Gambia,2015,"Seats held by women in national parliament, as of February (%)",2017-04,,9.434,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
270,Gambia,2016,"Seats held by women in national parliament, as of February (%)",2017-04,,9.434,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
270,Gambia,2017,"Seats held by women in national parliament, as of February (%)",2017-04,,9.434,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
270,Gambia,2018,"Seats held by women in national parliament, as of February (%)",2017-04,,10.3448,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
270,Gambia,2019,"Seats held by women in national parliament, as of February (%)",2017-04,,10.3448,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
270,Gambia,2020,"Seats held by women in national parliament, as of February (%)",2017-04,,8.62,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
268,Georgia,2000,"Seats held by women in national parliament, as of February (%)",2016-10,,7.234,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
268,Georgia,2005,"Seats held by women in national parliament, as of February (%)",2016-10,,9.3617,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
268,Georgia,2010,"Seats held by women in national parliament, as of February (%)",2016-10,,5.1095,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
268,Georgia,2015,"Seats held by women in national parliament, as of February (%)",2016-10,,11.3333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
268,Georgia,2016,"Seats held by women in national parliament, as of February (%)",2016-10,,11.3333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
268,Georgia,2017,"Seats held by women in national parliament, as of February (%)",2016-10,,16,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
268,Georgia,2018,"Seats held by women in national parliament, as of February (%)",2016-10,,16,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
268,Georgia,2019,"Seats held by women in national parliament, as of February (%)",2016-10,,14.7651,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
268,Georgia,2020,"Seats held by women in national parliament, as of February (%)",2016-10,,14.09,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
276,Germany,2000,"Seats held by women in national parliament, as of February (%)",2017-09,,30.9417,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
276,Germany,2005,"Seats held by women in national parliament, as of February (%)",2017-09,,32.7787,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
276,Germany,2010,"Seats held by women in national parliament, as of February (%)",2017-09,,32.7974,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
276,Germany,2015,"Seats held by women in national parliament, as of February (%)",2017-09,,36.4501,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
276,Germany,2016,"Seats held by women in national parliament, as of February (%)",2017-09,,36.4501,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
276,Germany,2017,"Seats held by women in national parliament, as of February (%)",2017-09,,36.9841,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
276,Germany,2018,"Seats held by women in national parliament, as of February (%)",2017-09,,30.7475,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
276,Germany,2019,"Seats held by women in national parliament, as of February (%)",2017-09,,30.8886,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
276,Germany,2020,"Seats held by women in national parliament, as of February (%)",2017-09,,31.17,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
288,Ghana,2000,"Seats held by women in national parliament, as of February (%)",2016-12,,9,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
288,Ghana,2005,"Seats held by women in national parliament, as of February (%)",2016-12,,10.8696,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
288,Ghana,2010,"Seats held by women in national parliament, as of February (%)",2016-12,,8.2609,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
288,Ghana,2015,"Seats held by women in national parliament, as of February (%)",2016-12,,10.9091,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
288,Ghana,2016,"Seats held by women in national parliament, as of February (%)",2016-12,,10.9091,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
288,Ghana,2017,"Seats held by women in national parliament, as of February (%)",2016-12,,12.7273,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
288,Ghana,2018,"Seats held by women in national parliament, as of February (%)",2016-12,,12.7273,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
288,Ghana,2019,"Seats held by women in national parliament, as of February (%)",2016-12,,13.0909,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
288,Ghana,2020,"Seats held by women in national parliament, as of February (%)",2016-12,,13.09,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
300,Greece,2000,"Seats held by women in national parliament, as of February (%)",2019-07,,6.3333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
300,Greece,2005,"Seats held by women in national parliament, as of February (%)",2019-07,,14,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
300,Greece,2010,"Seats held by women in national parliament, as of February (%)",2019-07,,17.3333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
300,Greece,2015,"Seats held by women in national parliament, as of February (%)",2019-07,,23,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
300,Greece,2016,"Seats held by women in national parliament, as of February (%)",2019-07,,19.6667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
300,Greece,2017,"Seats held by women in national parliament, as of February (%)",2019-07,,18.3333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
300,Greece,2018,"Seats held by women in national parliament, as of February (%)",2019-07,,18.3333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
300,Greece,2019,"Seats held by women in national parliament, as of February (%)",2019-07,,18.6667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
300,Greece,2020,"Seats held by women in national parliament, as of February (%)",2019-07,,20.67,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
308,Grenada,2000,"Seats held by women in national parliament, as of February (%)",2018-03,,26.6667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
308,Grenada,2005,"Seats held by women in national parliament, as of February (%)",2018-03,,26.6667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
308,Grenada,2010,"Seats held by women in national parliament, as of February (%)",2018-03,,13.3333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
308,Grenada,2015,"Seats held by women in national parliament, as of February (%)",2018-03,,33.3333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
308,Grenada,2016,"Seats held by women in national parliament, as of February (%)",2018-03,,33.3333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
308,Grenada,2017,"Seats held by women in national parliament, as of February (%)",2018-03,,33.3333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
308,Grenada,2018,"Seats held by women in national parliament, as of February (%)",2018-03,,33.3333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
308,Grenada,2019,"Seats held by women in national parliament, as of February (%)",2018-03,,46.6667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
308,Grenada,2020,"Seats held by women in national parliament, as of February (%)",2018-03,,46.67,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
320,Guatemala,2000,"Seats held by women in national parliament, as of February (%)",2019-06,,7.0796,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
320,Guatemala,2005,"Seats held by women in national parliament, as of February (%)",2019-06,,8.2278,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
320,Guatemala,2010,"Seats held by women in national parliament, as of February (%)",2019-06,,12.0253,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
320,Guatemala,2015,"Seats held by women in national parliament, as of February (%)",2019-06,,13.2911,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
320,Guatemala,2016,"Seats held by women in national parliament, as of February (%)",2019-06,,13.9241,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
320,Guatemala,2017,"Seats held by women in national parliament, as of February (%)",2019-06,,12.6582,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
320,Guatemala,2018,"Seats held by women in national parliament, as of February (%)",2019-06,,12.6582,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
320,Guatemala,2019,"Seats held by women in national parliament, as of February (%)",2019-06,,18.9873,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
320,Guatemala,2020,"Seats held by women in national parliament, as of February (%)",2019-06,,18.99,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
324,Guinea,2000,"Seats held by women in national parliament, as of February (%)",2013-09,,8.7719,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
324,Guinea,2005,"Seats held by women in national parliament, as of February (%)",2013-09,,19.2982,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
324,Guinea,2015,"Seats held by women in national parliament, as of February (%)",2013-09,,21.9298,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
324,Guinea,2016,"Seats held by women in national parliament, as of February (%)",2013-09,,21.9298,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
324,Guinea,2017,"Seats held by women in national parliament, as of February (%)",2013-09,,21.9298,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
324,Guinea,2018,"Seats held by women in national parliament, as of February (%)",2013-09,,21.9298,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
324,Guinea,2019,"Seats held by women in national parliament, as of February (%)",2013-09,,22.807,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
324,Guinea,2020,"Seats held by women in national parliament, as of February (%)",2013-09,,22.81,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
624,Guinea-Bissau,2000,"Seats held by women in national parliament, as of February (%)",2019-03,,7.8431,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
624,Guinea-Bissau,2005,"Seats held by women in national parliament, as of February (%)",2019-03,,14,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
624,Guinea-Bissau,2010,"Seats held by women in national parliament, as of February (%)",2019-03,,10,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
624,Guinea-Bissau,2015,"Seats held by women in national parliament, as of February (%)",2019-03,,13.7255,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
624,Guinea-Bissau,2016,"Seats held by women in national parliament, as of February (%)",2019-03,,13.7255,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
624,Guinea-Bissau,2017,"Seats held by women in national parliament, as of February (%)",2019-03,,13.7255,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
624,Guinea-Bissau,2018,"Seats held by women in national parliament, as of February (%)",2019-03,,13.7255,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
624,Guinea-Bissau,2019,"Seats held by women in national parliament, as of February (%)",2019-03,,13.7255,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
624,Guinea-Bissau,2020,"Seats held by women in national parliament, as of February (%)",2019-03,,13.73,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
328,Guyana,2000,"Seats held by women in national parliament, as of February (%)",2015-05,,18.4615,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
328,Guyana,2005,"Seats held by women in national parliament, as of February (%)",2015-05,,30.7692,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
328,Guyana,2010,"Seats held by women in national parliament, as of February (%)",2015-05,,30,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
328,Guyana,2015,"Seats held by women in national parliament, as of February (%)",2015-05,,31.3433,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
328,Guyana,2016,"Seats held by women in national parliament, as of February (%)",2015-05,,30.4348,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
328,Guyana,2017,"Seats held by women in national parliament, as of February (%)",2015-05,,31.8841,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
328,Guyana,2018,"Seats held by women in national parliament, as of February (%)",2015-05,,31.8841,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
328,Guyana,2019,"Seats held by women in national parliament, as of February (%)",2015-05,,31.8841,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
328,Guyana,2020,"Seats held by women in national parliament, as of February (%)",2015-05,,34.78,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
332,Haiti,2000,"Seats held by women in national parliament, as of February (%)",2015-10,,3.6145,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
332,Haiti,2005,"Seats held by women in national parliament, as of February (%)",2015-10,,3.6145,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
332,Haiti,2010,"Seats held by women in national parliament, as of February (%)",2015-10,,4.0816,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
332,Haiti,2015,"Seats held by women in national parliament, as of February (%)",2015-10,,4.2105,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
332,Haiti,2016,"Seats held by women in national parliament, as of February (%)",2015-10,,0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
332,Haiti,2017,"Seats held by women in national parliament, as of February (%)",2015-10,,2.5641,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
332,Haiti,2018,"Seats held by women in national parliament, as of February (%)",2015-10,,2.5424,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
332,Haiti,2019,"Seats held by women in national parliament, as of February (%)",2015-10,,2.5424,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
332,Haiti,2020,"Seats held by women in national parliament, as of February (%)",2015-10,,2.54,Data are as at 1 January of reporting year.;The term of all members in the 119-member Chamber of Deputies and 20 of 30 senators expired on 13 January 2020. There are currently only 10 sitting senators.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
340,Honduras,2000,"Seats held by women in national parliament, as of February (%)",2017-11,,9.375,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
340,Honduras,2005,"Seats held by women in national parliament, as of February (%)",2017-11,,5.4688,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
340,Honduras,2010,"Seats held by women in national parliament, as of February (%)",2017-11,,17.9688,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
340,Honduras,2015,"Seats held by women in national parliament, as of February (%)",2017-11,,25.7813,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
340,Honduras,2016,"Seats held by women in national parliament, as of February (%)",2017-11,,25.7813,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
340,Honduras,2017,"Seats held by women in national parliament, as of February (%)",2017-11,,25.7813,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
340,Honduras,2018,"Seats held by women in national parliament, as of February (%)",2017-11,,21.0938,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
340,Honduras,2019,"Seats held by women in national parliament, as of February (%)",2017-11,,21.0938,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
340,Honduras,2020,"Seats held by women in national parliament, as of February (%)",2017-11,,21.09,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
348,Hungary,2000,"Seats held by women in national parliament, as of February (%)",2018-04,,8.2902,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
348,Hungary,2005,"Seats held by women in national parliament, as of February (%)",2018-04,,9.0909,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
348,Hungary,2010,"Seats held by women in national parliament, as of February (%)",2018-04,,11.1399,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
348,Hungary,2015,"Seats held by women in national parliament, as of February (%)",2018-04,,10.101,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
348,Hungary,2016,"Seats held by women in national parliament, as of February (%)",2018-04,,10.101,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
348,Hungary,2017,"Seats held by women in national parliament, as of February (%)",2018-04,,10.0503,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
348,Hungary,2018,"Seats held by women in national parliament, as of February (%)",2018-04,,10.0503,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
348,Hungary,2019,"Seats held by women in national parliament, as of February (%)",2018-04,,12.5628,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
348,Hungary,2020,"Seats held by women in national parliament, as of February (%)",2018-04,,12.06,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
352,Iceland,2000,"Seats held by women in national parliament, as of February (%)",2017-10,,34.9206,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
352,Iceland,2005,"Seats held by women in national parliament, as of February (%)",2017-10,,30.1587,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
352,Iceland,2010,"Seats held by women in national parliament, as of February (%)",2017-10,,42.8571,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
352,Iceland,2015,"Seats held by women in national parliament, as of February (%)",2017-10,,41.2698,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
352,Iceland,2016,"Seats held by women in national parliament, as of February (%)",2017-10,,41.2698,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
352,Iceland,2017,"Seats held by women in national parliament, as of February (%)",2017-10,,47.619,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
352,Iceland,2018,"Seats held by women in national parliament, as of February (%)",2017-10,,38.0952,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
352,Iceland,2019,"Seats held by women in national parliament, as of February (%)",2017-10,,38.0952,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
352,Iceland,2020,"Seats held by women in national parliament, as of February (%)",2017-10,,38.1,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
356,India,2000,"Seats held by women in national parliament, as of February (%)",2019-05,,9.0239,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
356,India,2005,"Seats held by women in national parliament, as of February (%)",2019-05,,8.2873,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
356,India,2010,"Seats held by women in national parliament, as of February (%)",2019-05,,10.8257,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
356,India,2015,"Seats held by women in national parliament, as of February (%)",2019-05,,11.9705,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
356,India,2016,"Seats held by women in national parliament, as of February (%)",2019-05,,11.9705,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
356,India,2017,"Seats held by women in national parliament, as of February (%)",2019-05,,11.8081,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
356,India,2018,"Seats held by women in national parliament, as of February (%)",2019-05,,11.8081,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
356,India,2019,"Seats held by women in national parliament, as of February (%)",2019-05,,12.5954,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
356,India,2020,"Seats held by women in national parliament, as of February (%)",2019-05,,14.36,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
360,Indonesia,2000,"Seats held by women in national parliament, as of February (%)",2019-04,,8,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
360,Indonesia,2005,"Seats held by women in national parliament, as of February (%)",2019-04,,11.2727,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
360,Indonesia,2010,"Seats held by women in national parliament, as of February (%)",2019-04,,18.0357,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
